PGC,Nest,Nmb,logpK,Mvir,Mlum
2455,200217,7,10.95,1450.0,4710.0
2458,210224,1,10.03,,2.28
2466,200705,4,10.18,,25.4
2469,208888,1,9.66,,4.66
2472,200681,4,10.23,,24.7
2478,212287,1,9.17,,0.075
2479,201289,3,10.04,,9.78
2482,208274,1,9.82,,6.24
2490,209252,1,9.6,,3.98
2495,200396,5,10.47,670.0,268.0
2496,206916,1,9.61,,12.1
2501,201399,2,10.61,,1010.0
2503,200681,4,10.23,,24.7
2506,203126,1,10.32,,1830.0
2507,200396,5,10.47,670.0,268.0
2510,207353,1,9.64,,9.78
2513,200705,4,10.18,,25.4
2515,204061,1,10.34,,128.0
2517,204920,1,10.15,,45.4
2522,202379,2,9.92,,4.42
2525,210122,1,9.91,,2.47
2527,202379,2,9.92,,4.42
2528,201359,3,10.2,,39.8
2534,204515,1,9.94,,69.4
2536,200187,8,10.31,61.5,27.5
2538,203375,1,10.35,,562.0
2539,201302,3,10.09,,22.8
2541,209041,1,9.63,,4.42
2546,200053,16,10.58,53.9,79.2
2547,200681,4,10.23,,24.7
2550,200681,4,10.23,,24.7
2554,200217,7,10.91,1450.0,4710.0
2558,202764,2,9.99,,9.04
2559,201302,3,10.09,,22.8
2560,200187,8,10.31,61.5,27.5
2561,200217,7,10.91,1450.0,4710.0
2562,200795,4,10.22,,25.4
2563,200795,4,10.22,,25.4
2569,201302,3,10.09,,22.8
2571,210869,1,9.37,,1.53
2572,202632,2,9.99,,3.58
2575,211549,1,9.43,,0.856
2577,200795,4,10.22,,25.4
2579,206067,1,9.85,,19.5
2586,201766,2,10.04,,8.35
2592,200069,14,10.66,154.0,195.0
2593,210904,1,9.77,,1.49
2594,205157,1,9.93,,35.8
2595,201359,3,10.2,,39.8
2596,200053,16,10.58,53.9,79.2
2597,210987,1,9.82,,1.42
2598,201766,2,10.04,,8.35
2600,209084,1,9.63,,4.42
2601,202764,2,9.95,,9.04
2603,202747,2,10.17,,7.31
2604,200187,8,10.31,61.5,27.5
2605,200795,4,10.22,,25.4
2614,202632,2,9.99,,3.58
2618,211007,1,9.12,,1.42
2619,205318,1,10.0,,32.2
2621,206875,1,9.71,,12.4
2623,200187,8,10.31,61.5,27.5
2629,210002,1,9.38,,2.6
2632,205472,1,9.74,,28.2
2634,208700,1,9.4,,5.18
2637,210852,1,9.65,,1.53
2639,202544,2,9.36,,1.31
2640,204350,1,10.01,,83.6
2641,200396,5,10.44,670.0,268.0
2642,211603,1,9.52,,0.812
2643,202544,2,9.36,,1.31
2647,202747,2,10.17,,7.31
2648,207424,1,9.67,,9.53
2651,200069,14,10.68,154.0,195.0
2652,205936,1,9.85,,21.1
2653,204173,1,10.32,,109.0
2672,203017,1,,,4290.0
2675,212364,1,,,0.014
2677,210623,1,9.3,,1.8
2679,211373,1,9.11,,1.03
2682,202867,2,10.09,,92.9
2684,208381,1,10.0,,5.92
2687,200187,8,10.42,61.5,27.5
2691,200534,5,10.16,5.4,19.0
2693,200069,14,10.62,154.0,195.0
2698,201037,3,10.13,,10.6
2700,209873,1,9.26,,2.82
2703,201037,3,10.13,,10.6
2704,202344,2,9.77,,4.3
2710,212227,1,9.32,,0.133
2712,200187,8,10.42,61.5,27.5
2714,202867,2,10.09,,92.9
2717,209758,1,9.48,,3.05
2720,202213,2,10.28,,83.6
2726,202213,2,10.28,,83.6
2735,209544,1,10.04,,3.39
2743,201053,3,10.19,,18.5
2746,210290,1,9.37,,2.22
2747,200187,8,10.42,61.5,27.5
2749,207655,1,9.64,,8.35
2750,200600,4,10.38,,34.0
2756,211534,1,8.97,,0.879
2757,203714,1,10.15,,241.0
2759,209606,1,9.38,,3.3
2760,200716,4,10.25,,26.8
2762,211095,1,9.12,,1.31
2763,200924,3,10.68,,1330.0
2764,200716,4,10.25,,26.8
2765,202704,2,9.98,,8.8
2766,200484,5,10.18,12.5,18.5
2767,211183,1,9.24,,1.21
2768,205553,1,9.8,,26.8
2773,200716,4,10.25,,26.8
2776,203967,1,10.19,,150.0
2778,202334,2,9.81,,1.8
2781,202344,2,9.77,,4.3
2788,211404,1,9.86,,1.0
2791,210700,1,9.18,,1.7
2799,210681,1,9.2,,1.75
2800,201037,3,10.13,,10.6
2802,212156,1,9.46,,0.206
2806,209778,1,9.4,,2.97
2809,206527,1,9.72,,14.9
2811,203499,1,10.14,,388.0
2812,211480,1,9.42,,0.903
2815,205438,1,9.73,,29.0
2817,205760,1,10.02,,23.4
2818,202704,2,9.98,,8.8
2819,200484,5,10.18,12.5,18.5
2820,200534,5,10.13,5.4,19.0
2822,209257,1,10.16,,3.98
2824,209250,1,9.45,,3.98
2831,210407,1,9.35,,2.05
2833,201552,2,10.16,,65.8
2842,109868,1,9.57,,3.54
2844,200484,5,10.18,12.5,18.5
2852,203650,1,10.17,,275.0
2855,201053,3,10.19,,18.5
2856,209176,1,9.32,,4.19
2857,202524,2,10.16,,54.7
2861,200534,5,10.16,5.4,19.0
2862,205775,1,9.87,,22.8
2865,200484,5,10.18,12.5,18.5
2874,206389,1,9.67,,16.2
2876,207723,1,9.56,,8.13
2886,203546,1,10.29,,349.0
2887,208293,1,9.6,,6.24
2889,209902,1,9.61,,2.82
2894,200716,4,10.23,,26.8
2895,204849,1,9.8,,47.9
2901,201053,3,10.19,,18.5
2903,203594,1,10.04,,314.0
2905,211880,1,8.78,,0.518
2908,202979,2,10.33,,282.0
2909,207392,1,9.94,,9.53
2917,203651,1,10.31,,275.0
2918,204657,1,9.94,,59.2
2921,201552,2,10.08,,65.8
2924,210941,1,9.19,,1.45
2926,200600,4,10.62,,34.0
2927,201904,2,9.96,,10.6
2930,201386,3,10.17,,51.9
2932,209525,1,9.6,,3.39
2935,201386,3,10.17,,51.9
2936,201904,2,10.01,,10.6
2938,210270,1,9.6,,2.28
2945,211262,1,9.07,,1.15
2948,200600,4,10.71,,34.0
2949,200534,5,10.16,5.4,19.0
2951,204579,1,10.26,,64.1
2952,202524,2,10.24,,54.7
2958,208663,1,9.71,,5.32
2959,209425,1,9.55,,3.58
2960,207202,1,9.95,,10.6
2967,202979,2,10.33,,282.0
2971,202579,2,9.74,,7.71
2976,211732,1,9.31,,0.674
2980,202476,2,9.4,,0.56
2982,201474,2,10.5,,2250.0
2984,202476,2,9.4,,0.56
2985,205750,1,10.11,,23.4
2986,211357,1,10.52,,1.03
2995,210916,1,9.36,,1.49
3015,211515,1,9.74,,0.879
3018,209260,1,9.69,,3.98
3019,205856,1,9.88,,22.2
3023,206306,1,9.89,,17.1
3025,209865,1,9.9,,2.82
3041,208975,1,9.74,,4.54
3051,212272,1,9.04,,0.094
3054,204565,1,9.94,,65.8
3055,200534,5,10.16,5.4,19.0
3057,208854,1,9.62,,4.79
3058,210304,1,9.85,,2.22
3069,204109,1,10.23,,118.0
3076,201386,3,10.17,,51.9
3084,206030,1,10.18,,20.0
3089,202334,2,9.81,,1.8
3090,207980,1,9.84,,7.12
3094,201708,2,9.88,,7.12
3096,203784,1,10.18,,211.0
3103,206463,1,9.91,,15.8
3108,211378,1,10.44,,1.03
3117,200104,11,10.71,360.0,185.0
3124,200590,4,10.43,,124.0
3127,204531,1,9.9,,67.6
3130,203791,1,10.17,,206.0
3131,200590,4,10.43,,124.0
3133,202261,2,9.8,,4.54
3134,205818,1,9.72,,22.8
3136,200496,5,10.16,23.5,36.8
3140,209992,1,9.99,,2.67
3141,200590,4,10.43,,124.0
3142,200590,4,10.43,,124.0
3145,209929,1,9.49,,2.74
3146,200496,5,10.16,23.5,36.8
3151,203194,1,10.59,,1300.0
3154,210112,1,9.36,,2.47
3155,200070,14,10.68,115.0,85.8
3159,210820,1,9.65,,1.57
3161,200496,5,10.16,23.5,36.8
3169,201954,3,10.43,,67.6
3171,211253,1,9.65,,1.15
3173,201985,2,10.33,,128.0
3174,210154,1,9.55,,2.4
3183,110017,1,9.57,,3.25
3187,201061,3,10.59,,1360.0
3190,206076,1,9.81,,19.5
3195,210994,1,10.35,,1.42
3201,201878,2,9.97,,26.8
3203,209261,1,9.72,,3.98
3204,204743,1,9.91,,53.3
3209,209375,1,9.71,,3.77
3210,201878,2,9.97,,26.8
3212,201907,2,9.45,,3.3
3213,210929,1,9.34,,1.49
3214,200841,3,10.28,,158.0
3217,210963,1,9.16,,1.45
3219,212216,1,8.26,,0.139
3225,205724,1,10.18,,24.1
3226,205033,1,10.03,,40.9
3227,207961,1,9.94,,7.31
3228,200289,6,10.72,2840.0,1790.0
3229,205959,1,10.27,,20.5
3234,205322,1,9.88,,32.2
3235,202261,2,9.63,,4.54
3242,202845,2,10.34,,27.5
3244,210264,1,9.65,,2.28
3245,202845,2,10.34,,27.5
3246,200841,3,10.28,,158.0
3247,200070,14,10.68,115.0,85.8
3248,203360,1,10.41,,609.0
3250,212312,1,9.34,,0.058
3252,208361,1,9.72,,5.92
3254,201985,2,10.36,,128.0
3257,210113,1,9.35,,2.47
3260,200070,14,10.68,115.0,85.8
3261,201907,2,9.45,,3.3
3263,201231,3,9.99,,15.3
3264,203576,1,10.09,,322.0
3266,200043,18,11.1,578.0,1870.0
3271,209349,1,9.47,,3.77
3272,200043,18,11.17,578.0,1870.0
3275,200070,14,10.68,115.0,85.8
3277,201614,2,10.31,,282.0
3281,200289,6,10.72,2840.0,1790.0
3287,211090,1,9.11,,1.31
3289,210652,1,9.26,,1.8
3292,211098,1,9.14,,1.31
3294,203166,1,10.29,,1490.0
3295,201577,2,10.45,,577.0
3302,205975,1,9.86,,20.5
3303,207095,1,9.78,,11.2
3305,200043,18,11.17,578.0,1870.0
3306,200289,6,10.76,2840.0,1790.0
3312,200043,18,11.18,578.0,1870.0
3319,200148,9,10.8,307.0,1520.0
3321,204966,1,9.93,,43.1
3324,200568,4,10.65,,1330.0
3326,209013,1,9.82,,4.42
3330,200104,11,10.82,360.0,185.0
3331,203534,1,10.13,,358.0
3333,200841,3,10.18,,158.0
3338,200496,5,10.13,23.5,36.8
3340,200043,18,11.18,578.0,1870.0
3342,200043,18,11.18,578.0,1870.0
3343,200104,11,10.82,360.0,185.0
3348,205179,1,10.4,,34.9
3351,212344,1,,,0.033
3357,200043,18,11.18,578.0,1870.0
3358,202051,2,9.66,,2.67
3363,202051,2,9.66,,2.67
3365,200043,18,11.18,578.0,1870.0
3366,206486,1,9.89,,15.3
3367,210199,1,10.07,,2.34
3374,200104,11,10.82,360.0,185.0
3377,207361,1,9.99,,9.78
3378,200148,9,10.92,307.0,1520.0
3386,202790,2,10.12,,53.3
3387,200104,11,10.82,360.0,185.0
3391,202790,2,10.12,,53.3
3392,200043,18,11.18,578.0,1870.0
3393,200043,18,10.8,578.0,1870.0
3394,205459,1,10.19,,28.2
3395,210239,1,9.4,,2.28
3398,201231,3,9.99,,15.3
3399,200104,11,10.82,360.0,185.0
3403,201954,3,10.39,,67.6
3405,200043,18,11.18,578.0,1870.0
3408,200964,3,10.37,,121.0
3410,200558,4,10.65,,1790.0
3412,201231,3,9.99,,15.3
3416,211166,1,9.17,,1.24
3417,200043,18,11.18,578.0,1870.0
3418,201954,3,10.39,,67.6
3430,206932,1,9.71,,12.1
3434,200070,14,10.68,115.0,85.8
3435,200481,10,10.3,26.9,40.9
3436,207279,1,9.85,,10.0
3442,202195,2,9.85,,6.75
3443,200481,10,10.3,26.9,40.9
3444,200043,18,11.17,578.0,1870.0
3445,202195,2,9.85,,6.75
3446,211196,1,10.39,,1.21
3447,200964,3,10.35,,121.0
3449,200481,10,10.36,26.9,40.9
3453,208838,1,9.81,,4.91
3454,200481,10,10.36,26.9,40.9
3455,200070,14,10.68,115.0,85.8
3456,200070,14,10.68,115.0,85.8
3459,208826,1,9.57,,4.91
3461,211351,1,9.63,,1.06
3462,200481,10,10.36,26.9,40.9
3465,200070,14,10.68,115.0,85.8
3467,200481,10,10.36,26.9,40.9
3475,201858,2,9.88,,7.31
3477,200289,6,10.74,2840.0,1790.0
3478,200043,18,10.93,578.0,1870.0
3479,200548,4,10.87,,4200.0
3481,210440,1,9.62,,2.05
3482,200148,9,10.97,307.0,1520.0
3484,207282,1,9.54,,10.0
3486,201858,2,9.88,,7.31
3487,208431,1,9.64,,5.76
3497,204884,1,9.78,,46.7
3502,202879,2,10.39,,593.0
3504,209093,1,9.62,,4.3
3506,207378,1,9.93,,9.53
3507,205152,1,10.03,,35.8
3508,200676,4,10.61,,223.0
3510,210786,1,9.15,,1.62
3511,209960,1,9.7,,2.67
3512,211039,1,9.5,,1.38
3513,200676,4,10.61,,223.0
3514,207148,1,9.69,,10.9
3516,201833,2,10.34,,695.0
3517,206171,1,9.76,,18.5
3519,203411,1,10.49,,506.0
3526,212083,1,8.64,,0.304
3527,210320,1,9.82,,2.22
3534,202879,2,10.38,,593.0
3536,200148,9,10.97,307.0,1520.0
3544,210303,1,9.33,,2.22
3547,200481,10,10.36,26.9,40.9
3549,210462,1,9.37,,2.0
3550,200148,9,10.97,307.0,1520.0
3553,200481,10,10.36,26.9,40.9
3560,210360,1,9.39,,2.16
3561,200676,4,10.61,,223.0
3563,210028,1,9.33,,2.6
3564,211654,1,9.89,,0.75
3565,210990,1,9.23,,1.42
3567,201863,2,10.01,,19.0
3571,208628,1,9.75,,5.32
3572,212031,1,9.4,,0.358
3574,203807,1,10.31,,200.0
3575,200070,14,10.83,115.0,85.8
3577,203733,1,10.27,,235.0
3578,208457,1,9.72,,5.76
3579,208792,1,9.55,,4.91
3581,201596,2,10.55,,2530.0
3582,200558,4,10.8,,1790.0
3584,210018,1,9.45,,2.6
3586,210179,1,9.69,,2.34
3590,201541,2,10.46,,506.0
3598,204902,1,9.92,,45.4
3599,211227,1,9.16,,1.18
3603,202353,2,9.24,,1.62
3606,200070,14,10.74,115.0,85.8
3607,204784,1,9.86,,51.9
3610,200153,9,10.46,46.9,51.9
3611,200070,14,10.74,115.0,85.8
3613,208851,1,10.31,,4.79
3615,200702,4,10.06,,20.5
3620,210444,1,9.81,,2.05
3628,201863,2,10.01,,19.0
3629,211764,1,9.69,,0.64
3631,200153,9,10.46,46.9,51.9
3632,200104,11,10.71,360.0,185.0
3635,202353,2,9.24,,1.62
3636,200676,4,10.48,,223.0
3645,208938,1,9.58,,4.54
3651,200702,4,10.06,,20.5
3652,200702,4,10.06,,20.5
3662,211484,1,9.56,,0.903
3664,200070,14,10.83,115.0,85.8
3665,200153,9,10.46,46.9,51.9
3666,200070,14,10.83,115.0,85.8
3675,200104,11,10.71,360.0,185.0
3677,211483,1,9.85,,0.903
3680,210597,1,9.82,,1.84
3681,208582,1,9.7,,5.46
3682,201596,2,10.56,,2530.0
3683,202251,2,10.19,,18.5
3686,200702,4,10.06,,20.5
3687,200153,9,10.46,46.9,51.9
3690,200153,9,10.46,46.9,51.9
3692,200558,4,10.76,,1790.0
3693,202347,2,9.74,,3.22
3695,200229,7,10.84,466.0,1790.0
3697,200148,9,10.93,307.0,1520.0
3698,200005,48,10.93,219.0,254.0
3700,200005,48,10.93,219.0,254.0
3701,200481,10,10.36,26.9,40.9
3702,201833,2,10.33,,695.0
3705,200229,7,10.84,466.0,1790.0
3714,202347,2,9.74,,3.22
3719,201015,5,10.49,324.0,223.0
3726,210606,1,9.28,,1.84
3727,200558,4,10.75,,1790.0
3735,200153,9,10.46,46.9,51.9
3741,200481,10,10.36,26.9,40.9
3743,211177,1,9.15,,1.24
3754,200153,9,10.46,46.9,51.9
3756,200530,5,10.01,4.74,14.9
3758,205381,1,9.78,,30.5
3761,200933,3,10.17,,79.2
3763,210506,1,9.22,,1.95
3764,201008,3,10.19,,85.8
3766,201008,3,10.19,,85.8
3768,210509,1,9.33,,1.95
3769,209192,1,9.53,,4.08
3773,200005,48,10.93,219.0,254.0
3776,200018,32,10.89,521.0,331.0
3777,200005,48,10.93,219.0,254.0
3778,204708,1,9.85,,56.2
3779,204103,1,10.1,,121.0
3780,200933,3,10.17,,79.2
3782,201008,3,10.19,,85.8
3785,205333,1,10.01,,31.4
3788,208513,1,9.45,,5.61
3791,209976,1,9.37,,2.67
3805,204135,1,9.94,,115.0
3808,203058,1,10.45,,2650.0
3812,202676,2,10.2,,18.5
3816,201558,2,10.41,,443.0
3817,200530,5,10.17,4.74,14.9
3818,202676,2,10.2,,18.5
3820,208528,1,9.5,,5.61
3822,206727,1,9.74,,13.4
3824,108241,1,9.61,,7.04
3825,200530,5,10.17,4.74,14.9
3826,207906,1,9.73,,7.51
3827,210372,1,9.44,,2.16
3830,204330,1,9.89,,85.8
3831,205351,1,10.01,,31.4
3833,200530,5,10.17,4.74,14.9
3845,200018,32,10.89,521.0,331.0
3846,208559,1,9.95,,5.46
3847,200273,7,10.43,22.2,85.8
3851,207900,1,9.7,,7.51
3853,212250,1,8.47,,0.111
3856,210346,1,9.9,,2.16
3857,200273,7,10.43,22.2,85.8
3859,202500,2,10.2,,118.0
3860,210121,1,9.23,,2.47
3864,207919,1,9.74,,7.31
3865,204547,1,10.08,,65.8
3866,200005,48,10.93,219.0,254.0
3868,200018,32,10.89,521.0,331.0
3870,207144,1,9.52,,10.9
3872,204254,1,10.03,,95.4
3873,207382,1,9.74,,9.53
3877,202406,2,10.07,,51.9
3879,200005,48,10.99,219.0,254.0
3881,200005,48,10.99,219.0,254.0
3888,200018,32,10.89,521.0,331.0
3892,204906,1,9.86,,45.4
3897,211734,1,9.02,,0.657
3899,200005,48,10.99,219.0,254.0
3902,200229,7,10.76,466.0,1790.0
3907,205887,1,10.01,,21.7
3908,210038,1,9.21,,2.53
3911,205650,1,9.93,,24.7
3921,206901,1,9.6,,12.4
3923,205728,1,9.71,,23.4
3927,204306,1,10.04,,88.1
3929,201015,5,10.46,324.0,223.0
3930,200273,7,10.43,22.2,85.8
3931,200229,7,10.68,466.0,1790.0
3939,200018,32,10.96,521.0,331.0
3941,108895,1,9.87,,5.28
3943,211928,1,9.0,,0.466
3946,200005,48,10.99,219.0,254.0
3948,206952,1,9.94,,12.1
3951,200229,7,10.8,466.0,1790.0
3952,200005,48,10.99,219.0,254.0
3953,200005,48,10.99,219.0,254.0
3958,202078,2,9.92,,12.7
3959,205404,1,9.88,,29.7
3960,201158,3,10.26,,101.0
3961,200273,7,10.42,22.2,85.8
3962,200018,32,10.95,521.0,331.0
3963,203006,1,10.63,,7990.0
3965,200530,5,10.17,4.74,14.9
3966,200005,48,10.99,219.0,254.0
3967,202078,2,9.92,,12.7
3968,208387,1,9.44,,5.92
3969,200005,48,10.99,219.0,254.0
3971,211970,1,8.8,,0.42
3975,200005,48,10.99,219.0,254.0
3976,209828,1,10.16,,2.97
3977,207332,1,9.64,,9.78
3980,212199,1,8.43,,0.156
3982,200005,48,10.99,219.0,254.0
3983,200005,48,10.99,219.0,254.0
3984,200005,48,10.99,219.0,254.0
3985,200018,32,10.8,521.0,331.0
3988,200109,11,10.61,165.0,115.0
3989,200005,48,10.99,219.0,254.0
3990,200589,4,10.11,,22.8
3991,200306,6,10.65,239.0,431.0
3993,201546,2,10.0,,24.1
3997,201738,2,9.9,,9.53
3999,204436,1,9.9,,75.2
4001,200018,32,10.95,521.0,331.0
4003,200589,4,10.11,,22.8
4005,200005,48,10.99,219.0,254.0
4008,201738,2,9.9,,9.53
4017,207428,1,9.55,,9.53
4018,200005,48,10.99,219.0,254.0
4019,211103,1,9.2,,1.31
4020,200005,48,10.94,219.0,254.0
4023,200277,7,10.39,15.8,42.0
4027,200018,32,10.96,521.0,331.0
4028,200018,32,10.95,521.0,331.0
4033,200306,6,10.69,239.0,431.0
4034,205167,1,9.9,,35.8
4035,208550,1,9.49,,5.61
4036,200018,32,10.95,521.0,331.0
4038,200018,32,10.95,521.0,331.0
4039,200147,9,10.59,373.0,519.0
4041,200018,32,10.95,521.0,331.0
4042,200005,48,10.99,219.0,254.0
4048,201092,3,10.04,,45.4
4049,200005,48,10.99,219.0,254.0
4052,210377,1,9.73,,2.11
4054,200589,4,10.11,,22.8
4058,200147,9,10.68,373.0,519.0
4060,200306,6,10.69,239.0,431.0
4061,200589,4,10.11,,22.8
4067,205836,1,9.66,,22.2
4068,200273,7,10.42,22.2,85.8
4069,207105,1,9.56,,11.2
4071,200838,3,10.65,,859.0
4073,201311,3,10.06,,17.1
4075,202519,2,10.03,,11.8
4079,200878,3,10.59,,229.0
4082,200878,3,10.59,,229.0
4083,202519,2,10.03,,11.8
4085,200018,32,10.96,521.0,331.0
4089,203514,1,10.28,,378.0
4090,200005,48,10.99,219.0,254.0
4092,200018,32,10.96,521.0,331.0
4096,200005,48,10.99,219.0,254.0
4101,208867,1,10.02,,4.79
4102,201497,2,10.32,,62.4
4103,200878,3,10.59,,229.0
4104,200018,32,10.96,521.0,331.0
4110,200005,48,10.99,219.0,254.0
4111,200005,48,10.99,219.0,254.0
4112,200005,48,10.99,219.0,254.0
4114,200599,4,10.25,,57.7
4116,201158,3,10.29,,101.0
4117,200284,6,10.62,9260.0,3180.0
4121,200306,6,10.69,239.0,431.0
4122,200306,6,10.69,239.0,431.0
4124,201158,3,10.29,,101.0
4127,211328,1,9.48,,1.06
4128,200147,9,10.72,373.0,519.0
4129,209791,1,9.24,,2.97
4132,201311,3,10.06,,17.1
4137,200109,11,10.61,165.0,115.0
4140,200005,48,10.99,219.0,254.0
4146,209866,1,9.32,,2.82
4149,200018,32,10.96,521.0,331.0
4153,200005,48,10.99,219.0,254.0
4155,210575,1,9.36,,1.84
4156,200284,6,10.69,9260.0,3180.0
4161,201311,3,10.06,,17.1
4167,205628,1,9.88,,25.4
4168,211191,1,9.05,,1.21
4170,200665,4,10.06,,26.8
4178,204901,1,10.13,,45.4
4181,200018,32,10.96,521.0,331.0
4182,200306,6,10.57,239.0,431.0
4183,201641,2,10.56,,420.0
4187,207690,1,10.01,,8.13
4189,200653,4,10.11,,19.5
4190,200005,48,10.99,219.0,254.0
4193,200386,10,10.97,17000.0,18300.002
4194,210218,1,9.33,,2.28
4195,200203,8,10.35,13.9,33.1
4208,200005,48,10.99,219.0,254.0
4210,200005,48,10.94,219.0,254.0
4222,208295,1,10.06,,6.24
4224,200005,48,10.99,219.0,254.0
4227,200653,4,10.11,,19.5
4228,201380,3,9.85,,10.0
4231,200386,10,10.97,17000.0,18300.002
4233,201641,2,10.57,,420.0
4234,200005,48,10.94,219.0,254.0
4237,204869,1,9.96,,47.9
4238,201147,3,10.25,,85.8
4244,200005,48,10.99,219.0,254.0
4249,210829,1,9.67,,1.57
4252,201694,2,10.19,,79.2
4254,200005,48,10.99,219.0,254.0
4257,200447,5,10.77,46.6,2010.0
4258,200005,48,10.99,219.0,254.0
4259,200018,32,10.96,521.0,331.0
4265,211338,1,9.11,,1.06
4266,212255,1,9.48,,0.108
4269,209554,1,9.42,,3.39
4271,200018,32,10.96,521.0,331.0
4274,202750,2,9.67,,4.66
4280,200005,48,10.94,219.0,254.0
4282,208138,1,9.76,,6.58
4286,211851,1,10.2,,0.56
4289,210187,1,9.85,,2.34
4290,200109,11,10.61,165.0,115.0
4292,200203,8,10.41,13.9,33.1
4298,201380,3,9.85,,10.0
4305,200147,9,10.72,373.0,519.0
4308,202217,2,10.01,,27.5
4309,207671,1,9.62,,8.35
4315,211841,1,9.14,,0.56
4316,200599,4,10.25,,57.7
4320,200005,48,10.99,219.0,254.0
4324,201380,3,9.85,,10.0
4325,200277,7,10.39,15.8,42.0
4328,200203,8,10.41,13.9,33.1
4333,200599,4,10.22,,57.7
4334,207968,1,9.94,,7.12
4337,200147,9,10.66,373.0,519.0
4338,200005,48,10.94,219.0,254.0
4340,204971,1,9.82,,43.1
4346,202818,2,9.88,,8.8
4351,200665,4,10.07,,26.8
4352,202818,2,9.88,,8.8
4354,200018,32,10.96,521.0,331.0
4356,202217,2,10.01,,27.5
4360,200081,13,10.45,59.7,67.6
4361,200277,7,10.39,15.8,42.0
4362,201147,3,10.3,,85.8
4363,200203,8,10.41,13.9,33.1
4364,207250,1,9.6,,10.3
4365,200081,13,10.52,59.7,67.6
4367,212253,1,8.47,,0.111
4368,200203,8,10.41,13.9,33.1
4369,200081,13,10.53,59.7,67.6
4370,200867,3,10.51,,247.0
4374,201464,2,10.21,,290.0
4375,211170,1,9.72,,1.24
4376,200203,8,10.41,13.9,33.1
4379,208424,1,9.57,,5.92
4385,201835,2,10.04,,4.91
4386,200918,3,10.44,,206.0
4388,201147,3,10.3,,85.8
4392,200867,3,10.51,,247.0
4394,200665,4,10.07,,26.8
4399,205325,1,10.1,,31.4
4406,202750,2,9.67,,4.66
4408,204035,1,10.0,,131.0
4409,201847,2,10.04,,28.2
4411,203670,1,10.18,,261.0
4414,200576,4,10.06,,35.8
4415,200203,8,10.41,13.9,33.1
4417,200005,48,10.94,219.0,254.0
4421,200081,13,10.45,59.7,67.6
4423,200081,13,10.53,59.7,67.6
4426,204053,1,10.39,,128.0
4427,201847,2,10.04,,28.2
4428,200284,6,10.65,9260.0,3180.0
4429,200081,13,10.53,59.7,67.6
4430,206024,1,9.73,,20.0
4431,200081,13,10.53,59.7,67.6
4434,202771,2,9.98,,30.5
4437,200005,48,10.86,219.0,254.0
4440,210282,1,9.5,,2.22
4443,211796,1,8.92,,0.607
4451,200576,4,10.06,,35.8
4452,200081,13,10.53,59.7,67.6
4456,202684,2,10.19,,64.1
4457,211113,1,9.78,,1.27
4458,200576,4,10.06,,35.8
4463,203998,1,10.14,,142.0
4464,201104,3,9.9,,13.1
4468,210601,1,9.29,,1.84
4469,207421,1,9.58,,9.53
4473,210391,1,9.4,,2.11
4477,200081,13,10.45,59.7,67.6
4478,200081,13,10.53,59.7,67.6
4482,204627,1,9.81,,60.8
4484,200203,8,10.41,13.9,33.1
4486,202771,2,9.98,,30.5
4487,200918,3,10.44,,206.0
4488,211581,1,9.02,,0.834
4490,206372,1,9.75,,16.6
4491,200277,7,10.39,15.8,42.0
4493,204948,1,10.04,,44.3
4494,202947,2,10.05,,7.31
4496,200758,4,10.51,,268.0
4498,200005,48,10.77,219.0,254.0
4500,200758,4,10.51,,268.0
4505,200081,13,10.53,59.7,67.6
4512,200005,48,10.86,219.0,254.0
4514,200722,4,10.3,,81.4
4515,200665,4,10.06,,26.8
4517,202576,2,10.06,,28.2
4520,210558,1,10.23,,1.89
4523,200758,4,10.51,,268.0
4524,211885,1,9.17,,0.518
4528,206387,1,9.97,,16.2
4540,212254,1,9.19,,0.111
4542,102318,2,9.71,,6.18
4546,200109,11,10.61,165.0,115.0
4548,202994,2,9.55,,5.61
4549,205038,1,9.97,,40.9
4550,200005,48,10.78,219.0,254.0
4553,200109,11,10.61,165.0,115.0
4557,211847,1,8.82,,0.56
4562,211710,1,9.36,,0.693
4566,200081,13,10.53,59.7,67.6
4568,201104,3,9.91,,13.1
4569,208366,1,9.99,,5.92
4571,200722,4,10.3,,81.4
4572,201104,3,9.91,,13.1
4575,204222,1,9.86,,101.0
4576,206039,1,9.8,,20.0
4578,202947,2,10.05,,7.31
4579,200576,4,10.06,,35.8
4581,200109,11,10.58,165.0,115.0
4584,207649,1,9.84,,8.57
4587,200005,48,10.78,219.0,254.0
4588,202994,2,9.55,,5.61
4590,201871,2,10.23,,109.0
4591,200758,4,10.5,,268.0
4593,207816,1,9.65,,7.71
4594,200005,48,10.78,219.0,254.0
4596,208715,1,10.58,,5.18
4598,201220,3,9.64,,5.18
4600,201220,3,9.64,,5.18
4604,206451,1,9.75,,15.8
4606,201961,2,9.81,,5.76
4612,212277,1,8.59,,0.09
4615,200722,4,10.28,,81.4
4617,203178,1,,,1390.0
4619,209202,1,9.47,,4.08
4621,204488,1,9.93,,71.3
4623,200251,7,10.52,70.6,62.4
4624,201170,4,10.58,,695.0
4630,200109,11,10.53,165.0,115.0
4632,200277,7,10.39,15.8,42.0
4634,211758,1,8.82,,0.64
4635,200386,10,10.93,17000.0,18300.002
4637,201871,2,10.19,,109.0
